id,screen_name,state,create_at,Codes,Majority Vote,Confidence Score,Comments
111,TacoSalazar,Missouri,5/1/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
112,sexiliciouz_Oo,Maryland,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
113,MichaelIsonMD,Illinois,5/2/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
114,eyoreblu,California,5/2/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
115,QuickStitchPlus,Ohio,5/2/2020, Nonrelevant, Nonrelevant,1,
116,MRPACE215,Pennsylvania,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
117,SEngPharmD,New York,5/2/2020, Mask effectiveness , Mask effectiveness ,1,
118,heidikimurart,New York,5/2/2020, Nonrelevant, Nonrelevant,1,
119,imperialauto,Georgia,5/2/2020, Who is at risk? , Who is at risk? ,1,
120,lisalulutweets,Georgia,5/2/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
121,mj_kevinn,California,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
122,tigerfball73,Kentucky,5/2/2020, Who is at risk? , Who is at risk? ,1,
123,mshollykristine,Ohio,5/2/2020, Who is at risk? , Who is at risk? ,1,
124,leiasskywalkers,New York,5/2/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
125,HeidiArt66,Texas,5/2/2020, Nonrelevant, Nonrelevant,1,
126,OKCNightCourt,Oklahoma,5/3/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
127,_boyidk,Georgia,5/3/2020, Nonrelevant, Nonrelevant,1,
128,CCruzNews,Connecticut,5/3/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,sharing information about policies
129,califallingdown,Oregon,5/3/2020, Nonrelevant, Nonrelevant,1,
130,adamohiofan,Ohio,5/3/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
131,CaseyMeraz,Colorado,5/3/2020, Nonrelevant, Nonrelevant,1,
132,eugeneprojectil,New York,5/3/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
133,thekatehannon,Massachusetts,5/3/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
134,danielvhausser,Nevada,5/3/2020, Nonrelevant, Nonrelevant,1,
135,BESTBUYDAV,Arizona,5/3/2020, Mask behavior of others , Mask behavior of others ,1,
136,ClaireCahalan,Alabama,5/3/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
137,ambrissrembulat,California,5/3/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
138,DEdudley1,Delaware,5/3/2020, Nonrelevant, Nonrelevant,1,
139,RepDonatucci,Pennsylvania,5/4/2020, Political legitimizing of risk , Political legitimizing of risk ,1,Rep. Maria P Donatucci
140,JenDeJournett,Minnesota,5/4/2020, Mask behavior of others , Mask behavior of others ,1,
141,lotusf33t,Washington,5/4/2020, Nonrelevant, Nonrelevant,1,
142,aardvarkwizard,Maryland,5/4/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
144,ozzy0201,Texas,5/4/2020, Mask behavior of others , Mask behavior of others ,1,
145,RevClown,California,5/5/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
146,_ar0ss,Texas,5/5/2020, Nonrelevant, Nonrelevant,1,
147,saenz_11jr,Texas,5/5/2020, Who is at risk? , Who is at risk? ,1,
148,neat_neal,South Carolina,5/5/2020, Who is at risk? , Who is at risk? ,1,
149,kamariholloway,New York,5/5/2020, Who is at risk? , Who is at risk? ,1,
150,biancardi1,California,5/7/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
151,mwalke0628,Texas,5/9/2020, Who is at risk? , Who is at risk? ,1,ordering a mask 
152,trini_barbie91,Georgia,5/10/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
153,shawn_anand,Illinois,5/13/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
154,ohvaughn,Texas,5/13/2020, Mask behavior of others , Mask behavior of others ,1,
155,dhannah412,District of Columbia,5/16/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
156,myloves1989,Virginia,5/16/2020, Nonrelevant, Nonrelevant,1,
157,HAIRbySHAUNDA,Nevada,5/16/2020, Nonrelevant, Nonrelevant,1,
158,blissfully_kay,Ohio,5/16/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
159,Charlesdfall,New York,5/18/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
160,LouisPeitzman,New York,5/18/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
161,FunSizeNikkii,New York,5/19/2020," COVID severity 
 Who is at risk? 
 Mask behavior of others "," COVID severity 
 Who is at risk? 
 Mask behavior of others ",1,
162,jeffleroydavis,Wyoming,5/19/2020, Who is at risk? , Who is at risk? ,1,
163,KyleAdomavicius,Oklahoma,5/20/2020, COVID severity , COVID severity ,1,
164,curly_scientist,Washington,5/22/2020, Nonrelevant, Nonrelevant,1,
165,ZoomanMiller,Georgia,5/22/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,sharing information / donations 
166,MrVaughnandCo,Maryland,5/23/2020, Who is at risk? , Who is at risk? ,1,Changing plans due to risk 
167,TheJohnBdeHaas,Florida,5/23/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
168,malinutt10,California,5/24/2020, Mask behavior of others , Mask behavior of others ,1,
169,RynesPhotog,Virginia,5/24/2020, Mask behavior of others , Mask behavior of others ,1,
170,cosmicdahlia,Pennsylvania,5/25/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
171,astans1783,Texas,5/25/2020, Mask behavior of others , Mask behavior of others ,1,
172,LaHaciendaDLB,Texas,5/26/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,Restaurant policy / employees wearing masks  
173,madisoncassidy2,Texas,5/26/2020, Nonrelevant, Nonrelevant,1,
174,cendymom3,Texas,6/2/2020, Mask effectiveness , Mask effectiveness ,1,
175,pradiggitydog,Nevada,6/3/2020, Mask effectiveness , Mask effectiveness ,1,
176,OrionDahl,Washington,6/3/2020, Nonrelevant, Nonrelevant,1,not clear 
178,officialmeldoro,New York,6/3/2020," Mask behavior of others 
 COVID desensitization "," Mask behavior of others 
 COVID desensitization ",1,
179,CHTDirector,North Carolina,6/3/2020, Nonrelevant, Nonrelevant,1,
180,TamTamPaquette,Florida,6/4/2020, Who is at risk? , Who is at risk? ,1,
181,UrTeamLeader,Arizona,6/5/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
182,AAminasiddiq,California,6/6/2020, Mask behavior of others , Mask behavior of others ,1,
183,rlas1978,Virginia,6/8/2020, Mask behavior of others , Mask behavior of others ,1,
184,BooksByBriannaB,Pennsylvania,6/11/2020," COVID severity 
 Who is at risk? 
 Mask behavior of others "," COVID severity 
 Who is at risk? 
 Mask behavior of others ",1,
185,XimeJordan,Vermont,6/11/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
186,ShaunBroyls,California,6/12/2020, Who is at risk? , Who is at risk? ,1,
187,ceVascoDaGama,Florida,6/13/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
188,duve,Illinois,6/13/2020, Who is at risk? , Who is at risk? ,1,
189,wickercleaningl,Louisiana,6/13/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
190,kelly_march79,Utah,6/13/2020," Mask effectiveness 
 COVID desensitization "," Mask effectiveness 
 COVID desensitization ",1,
191,SydneyJordanMN,Minnesota,6/14/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
192,1000ClubWill,Virginia,6/14/2020, Mask behavior of others , Mask behavior of others ,1,
193,GoatCarter_,Texas,6/15/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
194,AndrewDessler,Texas,6/15/2020," Mask behavior of others 
 Mask effectiveness "," Mask behavior of others 
 Mask effectiveness ",1,
195,freechewy,California,6/16/2020, Mask effectiveness , Mask effectiveness ,1,
196,naterockhold,Texas,6/16/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
197,ximenaraamos,California,6/23/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
198,Nishaann_,Georgia,6/25/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
199,layofflandon,South Carolina,6/25/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
200,JoeyMillerKOMU,Missouri,6/25/2020,"Mask guidelines and policies 
 Political legitimizing of risk 
 Mask behavior of others ","Mask guidelines and policies 
 Political legitimizing of risk 
 Mask behavior of others ",1,
201,TonyUlchar,North Carolina,6/25/2020, Mask behavior of others , Mask behavior of others ,1,
202,itsdomg,Pennsylvania,6/25/2020, Nonrelevant, Nonrelevant,1,
203,tiffmc1013,California,6/26/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
204,bethhill2829,Arkansas,6/26/2020, Mask effectiveness , Mask effectiveness ,1,
205,ayokasystems,Texas,6/26/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
206,MaddieMcSweeny,Texas,6/27/2020, Who is at risk? , Who is at risk? ,1,
207,joyceguenther,District of Columbia,6/27/2020, Who is at risk? , Who is at risk? ,1,
208,GrantForSC,South Carolina,6/27/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
209,Americonniern,California,6/27/2020, Mask effectiveness , Mask effectiveness ,1,
210,ryanschade1,Pennsylvania,6/27/2020, Mask behavior of others , Mask behavior of others ,1,
211,CoMo_Kristin,Missouri,6/27/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
212,19JB80,Georgia,6/28/2020,"Mask guidelines and policies 
 COVID severity ","Mask guidelines and policies 
 COVID severity ",1,
213,ResistandDesist,California,6/28/2020, Mask behavior of others , Mask behavior of others ,1,
214,MarcLobliner,Tennessee,6/29/2020, Mask effectiveness , Mask effectiveness ,1,
215,onebigorangecom,Texas,6/29/2020, Nonrelevant, Nonrelevant,1,not clear
216,gotthatglitter6,Massachusetts,6/30/2020, Who is at risk? , Who is at risk? ,1,
217,doctormilani,Virginia,6/30/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
218,Peter_the_Gr8,Massachusetts,7/1/2020," Political legitimizing of risk 
 Who is at risk? 
 Mask behavior of others "," Political legitimizing of risk 
 Who is at risk? 
 Mask behavior of others ",1,
1,bestlauraeverr,New York,1/30/2020, Mask behavior of others , Mask behavior of others ,1,
2,f0rmt1,California,1/31/2020, Nonrelevant, Nonrelevant,1,
3,kareeacarter,Pennsylvania,2/1/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
4,gandhirama,Ohio,2/6/2020, COVID severity , COVID severity ,1,
5,nanogenomic,California,2/15/2020, Nonrelevant, Nonrelevant,1,
6,RyanAlimo,California,2/23/2020," COVID severity 
 Mask effectiveness "," COVID severity 
 Mask effectiveness ",1,
7,TheNordicHammer,Washington,2/29/2020, COVID severity , COVID severity ,1,
8,ZajiaNadal,Ohio,3/1/2020, COVID severity , COVID severity ,1,
9,kayangrum,New York,3/2/2020,"Mask guidelines and policies 
 COVID severity ","Mask guidelines and policies 
 COVID severity ",1,
10,CommonCormorant,California,3/3/2020, Mask behavior of others , Mask behavior of others ,1,
11,DaveDiM94,New York,3/5/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
12,asiashantel,New York,3/6/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
13,lilstew92,New York,3/7/2020, Who is at risk? , Who is at risk? ,1,
14,nealhenderson,Colorado,3/11/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
15,ShenequeProctor,Massachusetts,3/18/2020, Who is at risk? , Who is at risk? ,1,
16,W7VOA,District of Columbia,3/19/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
17,ccbutler_md,Georgia,3/20/2020, Who is at risk? , Who is at risk? ,1,
18,docmartin22,California,3/21/2020, Nonrelevant, Nonrelevant,1,
19,shawn_kopelakis,California,3/25/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
20,HarryAgganis,Massachusetts,3/25/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
21,mcharltonmd,Illinois,3/27/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
22,SteveKuzj,California,3/27/2020, Mask behavior of others , Mask behavior of others ,1,
23,FengCongde,California,3/28/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
24,vibesalisbury,North Carolina,3/28/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
25,BSeeprs85,California,3/28/2020,"Mask guidelines and policies 
 Who is at risk? 
 Mask effectiveness ","Mask guidelines and policies 
 Who is at risk? 
 Mask effectiveness ",1,
26,The_Pop_In,New York,3/29/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
27,FHSafrica,Maryland,3/31/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
28,makerofmagik,Michigan,4/1/2020, Who is at risk? , Who is at risk? ,1,
29,nurseiv4,Illinois,4/1/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
30,CleanAirMoms_NM,New Mexico,4/3/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
31,iammix24,New York,4/3/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
32,TruckerGalJen,Colorado,4/3/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
33,ahmedshim,Illinois,4/4/2020, Mask effectiveness , Mask effectiveness ,1,
34,prof_wiley,North Carolina,4/4/2020, Mask effectiveness , Mask effectiveness ,1,
35,Patrici54141740,Indiana,4/4/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
36,heidikimurart,New York,4/4/2020, Nonrelevant, Nonrelevant,1,
37,SusanHerreraAZ,Arizona,4/5/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
38,johnsonkrb1,Minnesota,4/9/2020, Who is at risk? , Who is at risk? ,1,
39,SterlingRescue,Virginia,4/10/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
40,SevenGraham69,California,4/11/2020, Who is at risk? , Who is at risk? ,1,
41,eenahsanairb,California,4/11/2020, Who is at risk? , Who is at risk? ,1,
42,NBHSFCS,North Carolina,4/12/2020, Who is at risk? , Who is at risk? ,1,
43,becher_casey,Florida,4/14/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
44,jrussell2407,Florida,4/15/2020, Who is at risk? , Who is at risk? ,1,
45,RitaCook13,Texas,4/17/2020, Nonrelevant, Nonrelevant,1,
46,miguelmarquez,Pennsylvania,4/20/2020, Mask behavior of others , Mask behavior of others ,1,
47,lamusehawaii,Hawaii,4/22/2020, Nonrelevant, Nonrelevant,1,
48,doverecovery,Indiana,4/24/2020, Who is at risk? , Who is at risk? ,1,
49,PublicHealthRx,Nevada,4/25/2020, Nonrelevant, Nonrelevant,1,
50,mgirdley,Texas,4/28/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
51,justingoodson30,Ohio,5/1/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
52,scvball,Illinois,5/1/2020, Nonrelevant, Nonrelevant,1,
53,SuperMcfagbag,Washington,5/1/2020, Nonrelevant, Nonrelevant,1,
54,betmicbol,South Carolina,5/1/2020, Mask behavior of others , Mask behavior of others ,1,
55,larry_levick,Pennsylvania,5/2/2020, Nonrelevant, Nonrelevant,1,
56,Julysveryownn,North Carolina,5/2/2020, Nonrelevant, Nonrelevant,1,
57,CollinsKathryn,Massachusetts,5/2/2020, Who is at risk? , Who is at risk? ,1,
58,KarinVolunteers,California,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
